Time    USD    EUR    TOMAN    YEN    GBP
2024-06-05 06:52:35.985667    1.14    1.13    39189.9    139.82    0.66
2024-06-05 06:53:35.985667    1.15    1.13    39356.88    139.32    0.66
2024-06-05 06:54:35.985667    1.15    1.14    39449.67    140.03    0.65
2024-06-05 06:55:35.985667    1.15    1.14    39824.53    139.23    0.66
2024-06-05 06:56:35.985667    1.14    1.15    40026.42    141.1    0.67
2024-06-05 06:57:35.985667    1.15    1.14    39932.75    139.51    0.67
2024-06-05 06:58:35.985667    1.18    1.15    40445.42    137.0    0.68
2024-06-05 06:59:35.985667    1.19    1.15    41532.35    135.55    0.67
2024-06-05 07:00:35.985667    1.2    1.15    41337.93    135.88    0.67
2024-06-05 07:01:35.985667    1.19    1.14    40955.62    136.47    0.68
2024-06-05 07:02:35.985667    1.2    1.17    41748.75    134.65    0.69
2024-06-05 07:03:35.985667    1.19    1.16    41649.89    131.5    0.69
2024-06-05 07:04:35.985667    1.19    1.15    41435.0    131.19    0.68
2024-06-05 07:05:35.985667    1.21    1.15    40896.69    129.64    0.68
2024-06-05 07:06:35.985667    1.21    1.14    40949.45    127.62    0.68
2024-06-05 07:07:35.985667    1.23    1.11    40774.14    126.66    0.67
2024-06-05 07:08:35.985667    1.23    1.13    40722.17    127.96    0.67
2024-06-05 07:09:35.985667    1.22    1.12    40298.16    126.58    0.67
2024-06-05 07:10:35.985667    1.22    1.12    39971.22    125.8    0.68
2024-06-05 07:11:35.985667    1.22    1.12    39712.44    124.91    0.68
2024-06-05 07:12:35.985667    1.22    1.11    39132.62    125.55    0.68
2024-06-05 07:13:35.985667    1.24    1.09    38601.79    126.13    0.67
2024-06-05 07:14:35.985667    1.23    1.07    39023.02    127.12    0.68
2024-06-05 07:15:35.985667    1.24    1.07    39295.22    127.19    0.67
2024-06-05 07:16:35.985667    1.24    1.07    39304.96    126.08    0.67
2024-06-05 07:17:35.985667    1.24    1.07    38671.35    127.2    0.67
2024-06-05 07:18:35.985667    1.25    1.08    39148.41    128.03    0.67
2024-06-05 07:19:35.985667    1.24    1.08    38868.53    129.87    0.68
2024-06-05 07:20:35.985667    1.22    1.08    39458.73    129.03    0.68
2024-06-05 07:21:35.985667    1.22    1.06    39353.54    128.18    0.69
2024-06-05 07:22:35.985667    1.22    1.07    39283.0    127.81    0.68
2024-06-05 07:23:35.985667    1.21    1.05    39598.51    126.73    0.68
2024-06-05 07:24:35.985667    1.2    1.04    39681.73    127.19    0.67
2024-06-05 07:25:35.985667    1.21    1.03    39917.59    128.32    0.67
2024-06-05 07:26:35.985667    1.2    1.03    39324.81    128.06    0.67
2024-06-05 07:27:35.985667    1.2    1.03    39943.47    128.65    0.69
2024-06-05 07:28:35.985667    1.2    1.02    39818.74    127.14    0.7
2024-06-05 07:29:35.985667    1.19    1.01    39794.45    126.73    0.69
2024-06-05 07:30:35.985667    1.21    1.02    40075.94    127.52    0.68
2024-06-05 07:31:35.985667    1.22    1.02    40046.34    127.08    0.68
2024-06-05 07:32:35.985667    1.24    1.03    40732.29    125.5    0.68
2024-06-05 07:33:35.985667    1.25    1.04    41308.53    124.88    0.68
2024-06-05 07:34:35.985667    1.25    1.02    40669.85    125.43    0.68
2024-06-05 07:35:35.985667    1.26    1.03    41424.24    125.8    0.68
2024-06-05 07:36:35.985667    1.26    1.03    41392.95    125.17    0.67
2024-06-05 07:37:35.985667    1.24    1.02    41115.57    123.29    0.66
2024-06-05 07:38:35.985667    1.24    1.0    41232.18    125.6    0.67
2024-06-05 07:39:35.985667    1.23    1.01    40814.93    128.21    0.66
2024-06-05 07:40:35.985667    1.23    1.0    41406.99    127.57    0.66
2024-06-05 07:41:35.985667    1.23    1.01    41275.14    126.68    0.65
2024-06-05 07:42:35.985667    1.23    1.01    41568.59    126.34    0.65
2024-06-05 07:43:35.985667    1.21    1.02    42332.01    125.95    0.65
2024-06-05 07:44:35.985667    1.22    1.04    42176.67    123.27    0.66
2024-06-05 07:45:35.985667    1.2    1.04    42015.98    121.59    0.66
2024-06-05 07:46:35.985667    1.2    1.04    41856.91    124.63    0.66
2024-06-05 07:47:35.985667    1.22    1.04    41878.74    125.53    0.64
2024-06-05 07:48:35.985667    1.23    1.02    41532.12    125.68    0.64
2024-06-05 07:49:35.985667    1.23    1.01    41243.29    125.62    0.64
2024-06-05 07:50:35.985667    1.24    1.0    41031.54    126.75    0.65
2024-06-05 07:51:35.985667    1.23    1.0    41014.35    126.74    0.65
2024-06-05 07:52:35.985667    1.25    0.98    41405.91    127.18    0.65
2024-06-05 07:53:35.985667    1.25    0.96    41043.29    127.29    0.65
2024-06-05 07:54:35.985667    1.25    0.95    40820.59    124.3    0.65
2024-06-05 07:55:35.985667    1.27    0.95    40684.01    125.15    0.65
2024-06-05 07:56:35.985667    1.29    0.95    40416.4    125.44    0.63
2024-06-05 07:57:35.985667    1.27    0.97    40874.54    124.58    0.65
2024-06-05 07:58:35.985667    1.26    0.97    40693.91    124.12    0.65
2024-06-05 07:59:35.985667    1.26    0.97    40388.6    125.76    0.64
2024-06-05 08:00:35.985667    1.27    0.97    40355.3    126.61    0.65
2024-06-05 08:01:35.985667    1.29    0.97    39774.59    125.34    0.64
2024-06-05 08:02:35.985667    1.31    0.96    40182.17    123.45    0.63
2024-06-05 08:03:35.985667    1.32    0.96    39841.69    123.8    0.63
2024-06-05 08:04:35.985667    1.31    0.95    39989.25    123.91    0.63
2024-06-05 08:05:35.985667    1.31    0.96    40059.18    124.23    0.62
2024-06-05 08:06:35.985667    1.32    0.96    40244.28    124.64    0.62
2024-06-05 08:07:35.985667    1.31    0.97    39690.54    123.9    0.62
2024-06-05 08:08:35.985667    1.31    0.95    39908.83    125.09    0.63
2024-06-05 08:09:35.985667    1.29    0.96    40243.11    123.94    0.63
2024-06-05 08:10:35.985667    1.29    0.95    40006.21    123.35    0.62
2024-06-05 08:11:35.985667    1.31    0.96    40663.88    124.46    0.61
2024-06-05 08:12:35.985667    1.33    0.95    40558.71    122.37    0.61
2024-06-05 08:13:35.985667    1.34    0.96    40236.79    120.42    0.6
2024-06-05 08:14:35.985667    1.34    0.96    41042.19    120.13    0.59
2024-06-05 08:15:35.985667    1.35    0.94    41389.56    121.55    0.58
2024-06-05 08:16:35.985667    1.35    0.93    41388.91    121.8    0.58
2024-06-05 08:17:35.985667    1.34    0.94    41640.09    120.91    0.57
2024-06-05 08:18:35.985667    1.33    0.93    42060.86    120.13    0.57
2024-06-05 08:19:35.985667    1.33    0.93    41823.32    120.96    0.57
2024-06-05 08:20:35.985667    1.33    0.94    42200.94    121.53    0.56
2024-06-05 08:21:35.985667    1.35    0.94    41813.39    122.66    0.58
2024-06-05 08:22:35.985667    1.34    0.93    41980.41    121.56    0.57
2024-06-05 08:23:35.985667    1.33    0.94    42345.63    120.91    0.58
2024-06-05 08:24:35.985667    1.33    0.93    42252.83    121.54    0.58
2024-06-05 08:25:35.985667    1.32    0.94    42560.34    121.76    0.59
2024-06-05 08:26:35.985667    1.31    0.95    43107.45    122.45    0.59
2024-06-05 08:27:35.985667    1.3    0.95    43748.22    122.1    0.6
2024-06-05 08:28:35.985667    1.31    0.95    44094.47    121.22    0.59
2024-06-05 08:29:35.985667    1.29    0.95    43895.18    121.17    0.59
2024-06-05 08:30:35.985667    1.28    0.95    43264.26    121.74    0.59
2024-06-05 08:31:35.985667    1.28    0.94    43211.94    122.39    0.59
2024-06-05 08:32:35.985667    1.24    0.95    43229.71    125.61    0.59
2024-06-05 08:33:35.985667    1.23    0.95    43118.65    125.11    0.59
2024-06-05 08:34:35.985667    1.23    0.94    43236.76    123.43    0.6
2024-06-05 08:35:35.985667    1.24    0.93    43538.95    124.75    0.59
2024-06-05 08:36:35.985667    1.25    0.93    43367.84    124.74    0.6
2024-06-05 08:37:35.985667    1.27    0.93    44296.1    126.31    0.61
2024-06-05 08:38:35.985667    1.25    0.94    44831.17    126.72    0.6
2024-06-05 08:39:35.985667    1.27    0.94    44750.56    127.02    0.61
2024-06-05 08:40:35.985667    1.27    0.95    44938.2    126.72    0.6
2024-06-05 08:41:35.985667    1.26    0.94    45480.25    126.13    0.6
2024-06-05 08:42:35.985667    1.26    0.93    44935.1    125.52    0.6
2024-06-05 08:43:35.985667    1.27    0.93    44997.77    125.39    0.59
2024-06-05 08:44:35.985667    1.27    0.93    45080.59    126.73    0.6
2024-06-05 08:45:35.985667    1.25    0.91    44792.21    127.67    0.61
2024-06-05 08:46:35.985667    1.25    0.9    44547.76    126.58    0.61
2024-06-05 08:47:35.985667    1.28    0.89    44727.78    126.09    0.61
2024-06-05 08:48:35.985667    1.28    0.88    45349.69    128.38    0.61
2024-06-05 08:49:35.985667    1.28    0.87    44738.51    128.02    0.61
2024-06-05 08:50:35.985667    1.29    0.87    44698.97    127.64    0.62
2024-06-05 08:51:35.985667    1.28    0.87    44866.18    128.32    0.62
2024-06-05 08:52:35.985667    1.3    0.88    44555.55    127.06    0.62
2024-06-05 08:53:35.985667    1.3    0.88    44633.77    128.52    0.62
2024-06-05 08:54:35.985667    1.3    0.87    44183.87    129.8    0.62
2024-06-05 08:55:35.985667    1.31    0.88    43741.7    130.99    0.64
2024-06-05 08:56:35.985667    1.31    0.88    44220.41    130.93    0.62
2024-06-05 08:57:35.985667    1.34    0.88    44579.0    130.91    0.63
2024-06-05 08:58:35.985667    1.34    0.88    45055.22    130.85    0.62
2024-06-05 08:59:35.985667    1.35    0.88    44804.49    131.0    0.62
2024-06-05 09:00:35.985667    1.35    0.88    45349.48    130.93    0.61
2024-06-05 09:01:35.985667    1.36    0.87    44780.52    129.18    0.61
2024-06-05 09:02:35.985667    1.36    0.87    44632.9    128.09    0.62
2024-06-05 09:03:35.985667    1.37    0.87    44900.42    129.32    0.6
2024-06-05 09:04:35.985667    1.36    0.86    45311.45    130.67    0.61
2024-06-05 09:05:35.985667    1.37    0.86    45543.28    130.84    0.61
2024-06-05 09:06:35.985667    1.38    0.86    45117.26    132.42    0.61
2024-06-05 09:07:35.985667    1.38    0.86    45372.19    134.43    0.61
2024-06-05 09:08:35.985667    1.4    0.86    45017.3    134.36    0.62
2024-06-05 09:09:35.985667    1.39    0.85    44601.04    134.84    0.62
2024-06-05 09:10:35.985667    1.41    0.85    44980.99    133.74    0.62
2024-06-05 09:11:35.985667    1.4    0.84    45794.76    134.01    0.62
2024-06-05 09:12:35.985667    1.37    0.82    44896.54    131.91    0.61
2024-06-05 09:13:35.985667    1.37    0.82    44790.41    132.18    0.62
2024-06-05 09:14:35.985667    1.39    0.82    44866.7    131.45    0.62
2024-06-05 09:15:35.985667    1.38    0.81    45660.66    131.76    0.62
2024-06-05 09:16:35.985667    1.38    0.8    45180.34    133.82    0.61
2024-06-05 09:17:35.985667    1.38    0.81    45664.8    134.34    0.63
2024-06-05 09:18:35.985667    1.37    0.81    45668.38    132.25    0.62
2024-06-05 09:19:35.985667    1.34    0.8    45533.32    134.66    0.62
2024-06-05 09:20:35.985667    1.32    0.8    45432.13    136.39    0.62
2024-06-05 09:21:35.985667    1.32    0.79    45300.52    135.0    0.63
2024-06-05 09:22:35.985667    1.31    0.79    45621.82    137.02    0.63
2024-06-05 09:23:35.985667    1.3    0.78    45174.58    138.34    0.63
2024-06-05 09:24:35.985667    1.31    0.79    45673.43    135.03    0.64
2024-06-05 09:25:35.985667    1.31    0.8    46101.41    135.42    0.63
2024-06-05 09:26:35.985667    1.3    0.81    46782.32    135.17    0.64
2024-06-05 09:27:35.985667    1.29    0.82    47120.25    131.83    0.64
2024-06-05 09:28:35.985667    1.28    0.82    47678.77    133.06    0.65
2024-06-05 09:29:35.985667    1.28    0.82    47750.55    134.38    0.65
2024-06-05 09:30:35.985667    1.26    0.82    47892.46    134.5    0.65
2024-06-05 09:31:35.985667    1.28    0.81    46999.78    134.5    0.65
2024-06-05 09:32:35.985667    1.29    0.82    47169.14    134.46    0.65
2024-06-05 09:33:35.985667    1.28    0.81    47307.39    135.34    0.66
2024-06-05 09:34:35.985667    1.27    0.81    47274.22    135.48    0.66
2024-06-05 09:35:35.985667    1.28    0.8    47180.56    136.31    0.66
2024-06-05 09:36:35.985667    1.3    0.8    47514.77    134.61    0.66
2024-06-05 09:37:35.985667    1.3    0.79    48099.44    134.91    0.66
2024-06-05 09:38:35.985667    1.3    0.81    47934.88    133.96    0.65
2024-06-05 09:39:35.985667    1.32    0.81    47583.81    135.09    0.66
2024-06-05 09:40:35.985667    1.33    0.81    47359.99    133.84    0.66
2024-06-05 09:41:35.985667    1.33    0.81    47902.05    131.54    0.66
2024-06-05 09:42:35.985667    1.32    0.8    47654.57    132.95    0.66
2024-06-05 09:43:35.985667    1.33    0.77    47252.98    132.16    0.65
2024-06-05 09:44:35.985667    1.35    0.79    47606.63    131.78    0.65
2024-06-05 09:45:35.985667    1.36    0.8    47706.2    131.97    0.65
2024-06-05 09:46:35.985667    1.36    0.79    47105.62    133.13    0.65
2024-06-05 09:47:35.985667    1.37    0.79    47087.66    133.55    0.64
2024-06-05 09:48:35.985667    1.37    0.79    47568.98    131.39    0.63
2024-06-05 09:49:35.985667    1.38    0.79    46929.89    131.33    0.63
2024-06-05 09:50:35.985667    1.37    0.79    47293.64    131.56    0.62
2024-06-05 09:51:35.985667    1.37    0.79    46579.38    130.25    0.63
2024-06-05 09:52:35.985667    1.36    0.81    46346.13    131.91    0.64
2024-06-05 09:53:35.985667    1.36    0.8    46693.16    133.01    0.64
2024-06-05 09:54:35.985667    1.34    0.81    46834.51    133.61    0.64
2024-06-05 09:55:35.985667    1.33    0.81    47263.47    132.46    0.64
2024-06-05 09:56:35.985667    1.34    0.8    46985.17    132.85    0.64
2024-06-05 09:57:35.985667    1.33    0.81    47075.86    131.68    0.63
2024-06-05 09:58:35.985667    1.33    0.81    47383.57    134.33    0.63
2024-06-05 09:59:35.985667    1.3    0.8    48129.16    137.85    0.65
2024-06-05 10:00:35.985667    1.28    0.8    48213.78    140.26    0.65
2024-06-05 10:01:35.985667    1.28    0.8    47835.88    137.85    0.65
2024-06-05 10:02:35.985667    1.26    0.8    48010.41    137.94    0.65
2024-06-05 10:03:35.985667    1.25    0.81    47542.41    138.33    0.66
2024-06-05 10:04:35.985667    1.25    0.79    47271.93    138.12    0.65
2024-06-05 10:05:35.985667    1.25    0.8    46978.3    137.89    0.65
2024-06-05 10:06:35.985667    1.24    0.82    46902.24    139.03    0.65
2024-06-05 10:07:35.985667    1.22    0.82    46425.28    137.26    0.66
2024-06-05 10:08:35.985667    1.24    0.82    46387.85    134.75    0.66
2024-06-05 10:09:35.985667    1.26    0.82    45902.27    133.05    0.65
2024-06-05 10:10:35.985667    1.25    0.82    45549.52    132.52    0.65
2024-06-05 10:11:35.985667    1.25    0.82    45287.88    132.22    0.66
2024-06-05 10:12:35.985667    1.24    0.82    46284.84    133.81    0.68
2024-06-05 10:13:35.985667    1.23    0.82    46848.49    134.12    0.67
2024-06-05 10:14:35.985667    1.23    0.82    46348.84    134.1    0.67
2024-06-05 10:15:35.985667    1.25    0.83    46627.8    136.94    0.66
2024-06-05 10:16:35.985667    1.25    0.83    46722.92    137.98    0.67
2024-06-05 10:17:35.985667    1.23    0.84    47001.24    139.17    0.68
2024-06-05 10:18:35.985667    1.26    0.85    47132.65    139.26    0.67
2024-06-05 10:19:35.985667    1.26    0.83    46664.93    139.76    0.66
2024-06-05 10:20:35.985667    1.27    0.84    47080.74    136.81    0.67
2024-06-05 10:21:35.985667    1.26    0.85    46563.18    138.47    0.67
2024-06-05 10:22:35.985667    1.26    0.85    46508.62    138.4    0.67
2024-06-05 10:23:35.985667    1.25    0.84    46530.6    139.75    0.67
2024-06-05 10:24:35.985667    1.25    0.85    46961.61    139.66    0.68
2024-06-05 10:25:35.985667    1.25    0.86    47289.02    138.94    0.67
2024-06-05 10:26:35.985667    1.25    0.88    47279.94    138.43    0.67
2024-06-05 10:27:35.985667    1.24    0.89    46973.11    137.15    0.67
2024-06-05 10:28:35.985667    1.23    0.9    46309.33    137.17    0.66
2024-06-05 10:29:35.985667    1.24    0.9    46547.77    136.31    0.67
2024-06-05 10:30:35.985667    1.23    0.89    46456.39    137.15    0.66
2024-06-05 10:31:35.985667    1.24    0.89    46183.54    136.7    0.67
2024-06-05 10:32:35.985667    1.25    0.89    46618.9    136.71    0.66
2024-06-05 10:33:35.985667    1.23    0.9    47032.3    134.31    0.66
2024-06-05 10:34:35.985667    1.23    0.91    47656.46    131.75    0.67
2024-06-05 10:35:35.985667    1.23    0.89    47458.66    129.53    0.66
2024-06-05 10:36:35.985667    1.22    0.87    47301.35    130.94    0.67
2024-06-05 10:37:35.985667    1.21    0.87    47209.86    133.14    0.66
2024-06-05 10:38:35.985667    1.2    0.86    47669.99    135.05    0.66
2024-06-05 10:39:35.985667    1.2    0.86    48194.52    132.71    0.66
2024-06-05 10:40:35.985667    1.2    0.85    48278.56    131.46    0.67
2024-06-05 10:41:35.985667    1.22    0.85    48495.46    129.74    0.67
2024-06-05 10:42:35.985667    1.2    0.85    48460.83    129.09    0.67
2024-06-05 10:43:35.985667    1.2    0.84    48664.79    127.8    0.67
2024-06-05 10:44:35.985667    1.2    0.85    49041.39    126.92    0.66
2024-06-05 10:45:35.985667    1.2    0.84    49202.65    125.57    0.67
2024-06-05 10:46:35.985667    1.22    0.84    48442.52    127.01    0.67
2024-06-05 10:47:35.985667    1.23    0.85    48225.63    126.66    0.67
2024-06-05 10:48:35.985667    1.22    0.85    48825.44    126.96    0.68
2024-06-05 10:49:35.985667    1.22    0.83    49763.89    125.23    0.67
2024-06-05 10:50:35.985667    1.22    0.85    49699.89    125.31    0.67
2024-06-05 10:51:35.985667    1.21    0.84    50039.18    125.93    0.68
2024-06-05 10:52:35.985667    1.2    0.84    49614.63    126.57    0.67
2024-06-05 10:53:35.985667    1.19    0.84    50113.94    127.12    0.68
2024-06-05 10:54:35.985667    1.17    0.82    50630.69    125.96    0.68
2024-06-05 10:55:35.985667    1.18    0.83    49999.01    125.68    0.68
2024-06-05 10:56:35.985667    1.14    0.84    50050.17    122.23    0.68
2024-06-05 10:57:35.985667    1.15    0.82    49830.1    123.58    0.68
2024-06-05 10:58:35.985667    1.15    0.8    50141.0    123.46    0.68
2024-06-05 10:59:35.985667    1.15    0.8    50847.69    122.59    0.68
2024-06-05 11:00:35.985667    1.13    0.82    51217.05    123.36    0.66
2024-06-05 11:01:35.985667    1.13    0.83    51225.45    123.48    0.66
2024-06-05 11:02:35.985667    1.12    0.81    51199.72    122.64    0.66
2024-06-05 11:03:35.985667    1.11    0.81    51088.76    124.24    0.65
2024-06-05 11:04:35.985667    1.12    0.81    51146.15    125.9    0.66
2024-06-05 11:05:35.985667    1.13    0.8    50826.95    124.14    0.68
2024-06-05 11:06:35.985667    1.13    0.79    50431.87    122.67    0.68
2024-06-05 11:07:35.985667    1.15    0.79    50607.83    124.31    0.67
2024-06-05 11:08:35.985667    1.14    0.8    50145.78    123.15    0.66
2024-06-05 11:09:35.985667    1.15    0.78    50158.27    123.9    0.67
2024-06-05 11:10:35.985667    1.14    0.79    50128.6    123.85    0.67
2024-06-05 11:11:35.985667    1.14    0.8    50311.96    123.36    0.66
2024-06-05 11:12:35.985667    1.15    0.8    50140.27    125.26    0.66
2024-06-05 11:13:35.985667    1.16    0.8    50624.11    126.4    0.66
2024-06-05 11:14:35.985667    1.13    0.79    50360.69    125.78    0.66
2024-06-05 11:15:35.985667    1.12    0.78    49993.22    125.87    0.65
2024-06-05 11:16:35.985667    1.12    0.78    49883.5    125.03    0.65
2024-06-05 11:17:35.985667    1.12    0.78    49931.05    125.24    0.66
2024-06-05 11:18:35.985667    1.13    0.78    50478.02    124.33    0.65
2024-06-05 11:19:35.985667    1.14    0.78    51775.32    122.94    0.65
2024-06-05 11:20:35.985667    1.12    0.77    52097.74    122.99    0.64
2024-06-05 11:21:35.985667    1.11    0.76    51093.02    123.95    0.65
2024-06-05 11:22:35.985667    1.11    0.75    51005.21    124.05    0.65
2024-06-05 11:23:35.985667    1.1    0.74    50145.19    122.3    0.64
2024-06-05 11:24:35.985667    1.1    0.74    50240.96    122.9    0.64
2024-06-05 11:25:35.985667    1.07    0.73    50254.42    122.3    0.63
2024-06-05 11:26:35.985667    1.1    0.73    50035.86    123.76    0.63
2024-06-05 11:27:35.985667    1.1    0.73    49910.79    123.61    0.63
2024-06-05 11:28:35.985667    1.11    0.74    48854.77    123.13    0.63
2024-06-05 11:29:35.985667    1.11    0.74    49110.48    122.14    0.63
2024-06-05 11:30:35.985667    1.13    0.74    48598.0    122.88    0.63
2024-06-05 11:31:35.985667    1.13    0.75    47916.18    123.78    0.64
2024-06-05 11:32:35.985667    1.14    0.75    47329.57    124.06    0.65
2024-06-05 11:33:35.985667    1.14    0.75    47816.41    123.51    0.64
2024-06-05 11:34:35.985667    1.12    0.74    47923.69    123.07    0.66
2024-06-05 11:35:35.985667    1.13    0.74    47681.08    123.81    0.66
2024-06-05 11:36:35.985667    1.12    0.73    48175.83    123.03    0.66
2024-06-05 11:37:35.985667    1.11    0.73    48777.32    122.65    0.66
2024-06-05 11:38:35.985667    1.1    0.72    48901.48    122.15    0.66
2024-06-05 11:39:35.985667    1.11    0.72    48995.39    121.64    0.67
2024-06-05 11:40:35.985667    1.11    0.71    48628.9    121.68    0.68
2024-06-05 11:41:35.985667    1.13    0.71    48821.62    122.38    0.69
2024-06-05 11:42:35.985667    1.13    0.72    48585.87    119.86    0.68
2024-06-05 11:43:35.985667    1.13    0.71    47895.25    121.99    0.68
2024-06-05 11:44:35.985667    1.11    0.71    47144.33    121.44    0.68
2024-06-05 11:45:35.985667    1.13    0.72    47208.26    122.21    0.68
2024-06-05 11:46:35.985667    1.14    0.7    47532.42    120.19    0.69
2024-06-05 11:47:35.985667    1.12    0.71    47865.92    120.84    0.68
2024-06-05 11:48:35.985667    1.11    0.7    47659.5    121.93    0.69
2024-06-05 11:49:35.985667    1.11    0.69    47033.74    121.58    0.7
2024-06-05 11:50:35.985667    1.12    0.68    48565.35    122.22    0.69
2024-06-05 11:51:35.985667    1.1    0.67    48777.04    121.86    0.69
2024-06-05 11:52:35.985667    1.12    0.68    47566.83    120.97    0.69
2024-06-05 11:53:35.985667    1.13    0.67    46784.97    119.17    0.67
2024-06-05 11:54:35.985667    1.15    0.66    46657.5    118.68    0.67
2024-06-05 11:55:35.985667    1.15    0.66    47080.6    118.93    0.67
2024-06-05 11:56:35.985667    1.14    0.67    46746.75    116.76    0.67
2024-06-05 11:57:35.985667    1.14    0.66    47509.87    117.87    0.67
2024-06-05 11:58:35.985667    1.11    0.65    48411.97    118.09    0.65
2024-06-05 11:59:35.985667    1.1    0.65    48987.43    118.89    0.65
2024-06-05 12:00:35.985667    1.1    0.64    48622.16    118.06    0.65
2024-06-05 12:01:35.985667    1.1    0.64    48429.46    117.78    0.65
2024-06-05 12:02:35.985667    1.12    0.63    49824.42    116.04    0.65
2024-06-05 12:03:35.985667    1.12    0.64    48895.79    115.48    0.65
2024-06-05 12:04:35.985667    1.13    0.65    48995.52    113.61    0.65
2024-06-05 12:05:35.985667    1.12    0.65    48905.62    114.34    0.65
2024-06-05 12:06:35.985667    1.12    0.64    48626.25    114.41    0.65
2024-06-05 12:07:35.985667    1.13    0.64    47939.61    116.77    0.65
2024-06-05 12:08:35.985667    1.1    0.64    48527.58    116.77    0.65
2024-06-05 12:09:35.985667    1.11    0.65    48057.03    118.34    0.65
2024-06-05 12:10:35.985667    1.13    0.63    47662.4    116.87    0.65
2024-06-05 12:11:35.985667    1.13    0.62    47684.0    117.57    0.65
2024-06-05 12:12:35.985667    1.15    0.61    47592.5    117.35    0.65
2024-06-05 12:13:35.985667    1.14    0.61    47029.02    118.73    0.64
2024-06-05 12:14:35.985667    1.13    0.62    47281.14    119.05    0.65
2024-06-05 12:15:35.985667    1.12    0.61    47842.59    120.01    0.66
2024-06-05 12:16:35.985667    1.13    0.6    48221.48    118.9    0.66
2024-06-05 12:17:35.985667    1.12    0.59    48692.67    117.73    0.64
2024-06-05 12:18:35.985667    1.11    0.6    49539.8    116.35    0.65
2024-06-05 12:19:35.985667    1.1    0.6    49502.43    117.34    0.65
2024-06-05 12:20:35.985667    1.1    0.61    50088.46    118.4    0.65
2024-06-05 12:21:35.985667    1.09    0.6    50072.86    120.02    0.64
2024-06-05 12:22:35.985667    1.09    0.6    49219.48    121.25    0.66
2024-06-05 12:23:35.985667    1.09    0.6    49837.62    119.21    0.66
2024-06-05 12:24:35.985667    1.09    0.6    50002.11    117.05    0.65
2024-06-05 12:25:35.985667    1.08    0.6    50763.32    116.24    0.66
2024-06-05 12:26:35.985667    1.06    0.6    50820.85    117.04    0.66
2024-06-05 12:27:35.985667    1.07    0.6    50731.48    118.62    0.66
2024-06-05 12:28:35.985667    1.08    0.61    50601.68    117.34    0.67
2024-06-05 12:29:35.985667    1.09    0.61    49795.45    117.57    0.67
2024-06-05 12:30:35.985667    1.08    0.6    49540.6    116.9    0.68
2024-06-05 12:31:35.985667    1.07    0.59    49156.03    115.81    0.67
2024-06-05 12:32:35.985667    1.07    0.59    49020.03    116.4    0.66
2024-06-05 12:33:35.985667    1.08    0.59    48836.09    115.96    0.65
2024-06-05 12:34:35.985667    1.08    0.6    48916.33    117.51    0.65
2024-06-05 12:35:35.985667    1.07    0.59    48709.19    116.87    0.65
2024-06-05 12:36:35.985667    1.09    0.59    48370.22    114.9    0.65
2024-06-05 12:37:35.985667    1.09    0.58    48795.97    114.17    0.66
2024-06-05 12:38:35.985667    1.09    0.57    48570.82    115.73    0.65
2024-06-05 12:39:35.985667    1.08    0.57    48528.83    115.71    0.65
2024-06-05 12:40:35.985667    1.07    0.56    48700.68    117.16    0.65
2024-06-05 12:41:35.985667    1.06    0.57    48549.6    116.74    0.66
2024-06-05 12:42:35.985667    1.06    0.56    48274.64    117.28    0.67
2024-06-05 12:43:35.985667    1.05    0.57    47994.43    116.57    0.67
2024-06-05 12:44:35.985667    1.05    0.57    47926.58    116.18    0.67
2024-06-05 12:45:35.985667    1.03    0.56    47579.15    116.34    0.68
2024-06-05 12:46:35.985667    1.03    0.55    47915.45    115.34    0.69
2024-06-05 12:47:35.985667    1.02    0.55    48239.68    115.26    0.68
2024-06-05 12:48:35.985667    1.02    0.54    48158.18    113.76    0.68
2024-06-05 12:49:35.985667    1.02    0.54    47817.36    113.52    0.68
2024-06-05 12:50:35.985667    1.03    0.54    47435.63    111.93    0.68
2024-06-05 12:51:35.985667    1.01    0.54    46371.56    112.69    0.68
2024-06-05 12:52:35.985667    1.02    0.54    46755.78    111.85    0.67
2024-06-05 12:53:35.985667    1.01    0.55    46267.31    110.8    0.68
2024-06-05 12:54:35.985667    1.01    0.56    46110.21    111.81    0.67
2024-06-05 12:55:35.985667    1.02    0.56    46296.39    113.87    0.69
2024-06-05 12:56:35.985667    1.02    0.55    46227.05    114.05    0.69
2024-06-05 12:57:35.985667    1.01    0.55    46351.29    114.52    0.68
2024-06-05 12:58:35.985667    1.01    0.55    45922.57    116.14    0.69
2024-06-05 12:59:35.985667    1.01    0.55    46024.51    115.78    0.69
2024-06-05 13:00:35.985667    1.01    0.55    45933.66    113.89    0.69
2024-06-05 13:01:35.985667    1.01    0.54    46934.31    111.92    0.7
2024-06-05 13:02:35.985667    1.02    0.54    46562.78    111.96    0.71
2024-06-05 13:03:35.985667    1.01    0.54    46828.64    113.07    0.72
2024-06-05 13:04:35.985667    1.0    0.53    46624.1    111.1    0.72
2024-06-05 13:05:35.985667    1.01    0.53    46421.07    110.47    0.74
2024-06-05 13:06:35.985667    1.02    0.53    45897.02    111.02    0.75
2024-06-05 13:07:35.985667    1.03    0.53    45483.27    111.39    0.73
2024-06-05 13:08:35.985667    1.04    0.55    45672.47    110.75    0.73
